gene_name	beta	se	p_wald	chr	start	end
WBP1	0.01247862	0.02465612	0.6129832	2	74685456	74688018
MOGS	0.03443769	0.03305116	0.297889	2	74688184	74692537
MRPL53	0.0152408	0.01567253	0.3312495	2	74699085	74700449
CCDC142	-0.005833774	0.02624195	0.8241567	2	74699113	74710535
TTC31	-0.05321125	0.029862	0.07531235	2	74710200	74722013
PCGF1	0.01440026	0.03033176	0.6351462	2	74732170	74735707
AUP1	0.03538347	0.0434435	0.4157251	2	74753772	74757066
HTRA2	-0.01162567	0.02659395	0.6621695	2	74756504	74760472
LOXL3	-0.03837031	0.01710049	0.02523858	2	74759541	74782817
DOK1	0.04026544	0.02274883	0.07727697	2	74776153	74784681
SEMA4F	0.06884394	0.03027927	0.02336991	2	74881355	74909186
HK2	-0.003494824	0.007763737	0.6527804	2	75061108	75120486
POLE4	0.01835412	0.02442336	0.4526718	2	75185619	75197255
MRPL19	0.0115014	0.02290118	0.6157133	2	75873909	75917977
GCFC2	0.0211967	0.02572269	0.4102677	2	75879126	75938115
CTNNA2	0.01325889	0.03234716	0.6820426	2	79412357	80875905
AC016716.2	0.02165356	0.01749716	0.2164083	2	80255138	80257677
LRRTM1	-0.007762867	0.02373615	0.7437549	2	80515483	80531874
SUCLG1	0.01140158	0.04630607	0.8056014	2	84650647	84687169
C2orf89	-0.02271378	0.0152408	0.1367074	2	85048774	85134132
TMSB10	-0.002310159	0.02866312	0.9357916	2	85132749	85133795
KCMF1	-0.005101351	0.04921272	0.9174773	2	85198216	85282560
TCF7L1	-0.02939302	0.02364884	0.2144323	2	85360533	85537511
TGOLN2	-0.01467439	0.05355903	0.784198	2	85545147	85555548
RETSAT	0.03567757	0.02512994	0.1562507	2	85569211	85581743
ELMOD3	-0.01203822	0.03898391	0.7575899	2	85581517	85618875
CAPG	-0.01518338	0.01244036	0.2227969	2	85621346	85645555
SH2D6	0.0007140618	0.009400972	0.9394814	2	85645844	85664152
MAT2A	-0.01990752	0.02750249	0.4694669	2	85766288	85772403
GGCX	-0.03967851	0.02833928	0.1620358	2	85774743	85788670
VAMP8	-0.009059821	0.01437347	0.5287481	2	85788685	85809154
VAMP5	-0.01888395	0.0193945	0.3306425	2	85811531	85820535
RNF181	-0.03504191	0.03741621	0.3494014	2	85822848	85824736
TMEM150A	0.04819601	0.02970501	0.1052678	2	85825671	85830319
USP39	0.0386291	0.04126664	0.349637	2	85829979	85876406
C2orf68	0.02501579	0.03159436	0.4288278	2	85833777	85839189
GNLY	0.004204862	0.004969883	0.3978798	2	85912298	85925977
ATOH8	-0.01334539	0.01344814	0.3214552	2	85978467	86015189
ST3GAL5	0.04343616	0.04192876	0.3006768	2	86066267	86116137
POLR1A	-0.03185815	0.03495508	0.3624796	2	86247339	86333278
PTCD3	0.00587901	0.04751647	0.9015773	2	86333305	86369280
IMMT	0.001424213	0.03507272	0.9676235	2	86371055	86422893
MRPL35	-0.004900881	0.0411879	0.9053277	2	86426580	86440917
REEP1	-0.01098499	0.03397244	0.7465521	2	86441116	86565206
KDM3A	0.02699685	0.03168893	0.3946194	2	86667770	86719839
CHMP3	-0.01930126	0.03244546	0.5521645	2	86730554	86948245
RNF103	-0.01232762	0.03540758	0.7278498	2	86830516	86850989
RMND5A	-0.07108846	0.04057956	0.08035644	2	86947296	87005164
CD8A	0.009041079	0.01518631	0.5518566	2	87011729	87035519
PLGLB1	0.004288527	0.007889131	0.5869358	2	87229682	87248975
KRCC1	-0.01648362	0.02885579	0.5680678	2	88326724	88355248
THNSL2	0.005357764	0.003615436	0.1389319	2	88469835	88486146
EIF2AK3	0.0166129	0.01963216	0.3978018	2	88856259	88927094
RPIA	0.002452029	0.02057012	0.9051574	2	88991162	89050445
ANKRD36BP2	0.02400865	0.01594645	0.1327449	2	89065324	89106126
AC027612.6	0.0007979976	0.006541766	0.9029551	2	91823266	91847975
MAL	-0.008049541	0.02225519	0.7177195	2	95691422	95719737
MRPS5	-0.01385955	0.04700456	0.7682148	2	95752952	95815179
ZNF514	0.001773157	0.01021623	0.8622725	2	95813075	95831158
PROM2	0.02194249	0.01762888	0.2137721	2	95940201	95957056
KCNIP3	0.005907096	0.02404977	0.8060676	2	95963052	96051825
FAHD2A	0.04456364	0.04097333	0.2772335	2	96068469	96082364
AC009237.1	0.007210669	0.01545755	0.6410538	2	96194603	96198143
LINC00342	-0.04635144	0.02999249	0.1228121	2	96472866	96481963
ANKRD36C	-2.644432e-05	0.01857399	0.9988645	2	96514587	96657541
AC013272.3	0.04144294	0.02006246	0.03932162	2	96679478	96687356
GPAT2	-0.001740742	0.007949659	0.8267536	2	96687694	96705199
DUSP2	0.02438599	0.01272781	0.05588432	2	96808905	96811179
STARD7	-0.04789156	0.04307869	0.2667396	2	96850597	96874563
AC012307.3	-0.01449909	0.0174577	0.4065986	2	96874154	96908359
TMEM127	-0.001901606	0.05138218	0.9704911	2	96916312	96931732
CIAO1	-0.09059838	0.0554325	0.1027448	2	96931870	96939087
SNRNP200	0.01188729	0.05652543	0.833511	2	96940074	96971297
ARID5A	0.003921068	0.0169779	0.8174379	2	97202480	97218375
KANSL3	0.0732247	0.04434459	0.09925105	2	97258907	97308524
FER1L5	0.01552997	0.01718603	0.3665796	2	97308474	97370624
LMAN2L	-0.01437069	0.02883591	0.6184276	2	97371666	97405801
CNNM4	-0.01585631	0.02655389	0.5506599	2	97426639	97477628
CNNM3	0.00789408	0.03436916	0.8184213	2	97481982	97499648
ANKRD23	0.009015455	0.01355124	0.5061441	2	97490263	97523671
ANKRD39	-0.03203819	0.02487174	0.1982363	2	97502348	97523832
SEMA4C	-0.02760821	0.03539941	0.4357793	2	97525453	97536494
FAM178B	-0.0226599	0.01488434	0.12848	2	97541620	97684175
FAHD2B	-0.04462617	0.02606699	0.08746004	2	97747779	97760619
ANKRD36	-0.005537593	0.01439972	0.700709	2	97779233	97930258
AC159540.1	0.004663739	0.0026111	0.07462656	2	98081683	98091049
ANKRD36B	0.005684361	0.007322126	0.4378875	2	98108978	98206428
COX5B	0.003654257	0.03533563	0.9176705	2	98262503	98264846
ACTR1B	-0.02413066	0.03229888	0.4553171	2	98272431	98280570
AC017099.3	-0.02653186	0.01978352	0.1804347	2	98280680	98319519
TMEM131	-0.02517952	0.03918817	0.5207957	2	98372799	98612388
INPP4A	0.009135558	0.0522631	0.8613011	2	99061317	99207496
COA5	-0.002635054	0.0418263	0.9497893	2	99215773	99224978
UNC50	0.01234842	0.03359487	0.7133352	2	99225042	99234978
MGAT4A	-0.01920723	0.03437337	0.576536	2	99235569	99347589
C2orf55	0.005299741	0.03055014	0.86234	2	99410309	99552722
TSGA10	0.001230372	0.02036792	0.951853	2	99613724	99771427
LIPT1	-0.002320538	0.01413811	0.8696859	2	99771418	99779620
MITD1	-0.005647961	0.02853087	0.8431493	2	99777890	99797521
MRPL30	0.06300988	0.03254956	0.05339894	2	99771461	99814089
LYG2	-0.008680306	0.01165108	0.4565745	2	99858709	99871745
LYG1	-0.0130773	0.01355176	0.3349713	2	99900701	99921205
TXNDC9	0.006123643	0.02553111	0.8105351	2	99921090	99957165
EIF5B	-0.0084605	0.04284349	0.8435286	2	99953816	100016728
REV1	-0.02426626	0.03297775	0.4621411	2	100016938	100106497
AFF3	0.01739114	0.02163999	0.4219393	2	100163718	100759201
LONRF2	0.02532897	0.04357602	0.561302	2	100889753	100939195
CHST10	0.01208146	0.03781294	0.7494634	2	101008327	101034118
PDCL3	0.0009091618	0.02570674	0.9718001	2	101179152	101193197
NPAS2	-0.00636832	0.02846253	0.823039	2	101436614	101613291
RPL31	-0.002673045	0.03187885	0.9332059	2	101618177	101640494
TBC1D8	-0.01881116	0.02556248	0.4621095	2	101624079	101869328
C2orf29	-0.004048812	0.04092892	0.9212352	2	101869264	101886778
RNF149	-0.01668848	0.02841487	0.5572315	2	101887681	101925163
CREG2	0.03636339	0.02721901	0.1821123	2	101965209	102004057
MAP4K4	-0.07048073	0.02555028	0.005998385	2	102313312	102508449
IL1R1	0.008939524	0.009096606	0.3261684	2	102681004	102796334
IL1RL1	0.0003362067	0.001815188	0.8531253	2	102927962	102968497
IL18R1	4.134778e-05	0.003504037	0.9905894	2	102927989	103015218
MFSD9	0.00248456	0.01429097	0.8620427	2	103332299	103353347
AC013402.2	-0.01906073	0.01635205	0.2442583	2	105049725	105137290
AC068057.2	-0.001088075	0.01094578	0.920852	2	105363096	105374177
AC018730.1	-0.01772714	0.02483585	0.4756685	2	105424030	105469641
POU3F3	-0.05804259	0.03468345	0.09479431	2	105471969	105476929
MRPS9	0.000995461	0.02572883	0.9691511	2	105654441	105716418
TGFBRAP1	0.03925552	0.03692374	0.2881766	2	105880871	105946491
C2orf49	0.0228638	0.03337215	0.4935571	2	105953816	105965668
FHL2	0.002114083	0.02344797	0.9281922	2	105974169	106054960
NCK2	-0.04500951	0.03320416	0.1757985	2	106361354	106510730
C2orf40	-0.01571596	0.01093524	0.15123	2	106679702	106694615
UXS1	-0.01752056	0.03539778	0.6208231	2	106709759	106810795
ST6GAL2	0.02237221	0.01761824	0.2046773	2	107418056	107503564
SULT1C4	-0.007346794	0.01294129	0.5704676	2	108994367	109004513
GCC2	0.04688034	0.02954504	0.1131418	2	109065017	109125871
LIMS1	0.006220071	0.02292127	0.78621	2	109150857	109303702
RANBP2	0.001206684	0.04227902	0.977241	2	109335937	109402267
CCDC138	-0.01317939	0.02206132	0.5504859	2	109403213	109493034
SH3RF3	-0.01250036	0.02368195	0.5978194	2	109745804	110262207
SEPT10	-0.01510871	0.01953925	0.4397045	2	110300380	110371783
SOWAHC	0.02820456	0.01477293	0.05675193	2	110371911	110376563
AC013268.5	-0.001646436	0.01491195	0.9121238	2	110744640	110753717
NPHP1	-0.005433842	0.0216399	0.8018276	2	110879888	110962643
LINC00116	-0.000452613	0.01686993	0.9786053	2	110969106	111002997
AC112229.7	0.0121931	0.01428043	0.3935666	2	111132715	111142019
BCL2L11	-0.01663384	0.01733249	0.3376293	2	111876955	111924587
ANAPC1	-0.02297176	0.0296811	0.4392891	2	112523848	112642267
MERTK	-0.006917564	0.01472998	0.6388079	2	112656056	112787138
TMEM87B	0.001720738	0.02190862	0.9374256	2	112812800	112876895
FBLN7	-0.01972357	0.01098451	0.07310622	2	112895962	112945791
ZC3H8	0.04030609	0.03166084	0.2035314	2	112973254	113012713
ZC3H6	0.007962897	0.03259667	0.8071001	2	113033171	113097640
RGPD8	0.009798852	0.007228568	0.1757874	2	113127669	113192065
TTL	0.01197813	0.0413438	0.7721387	2	113239731	113290227
POLR1B	-0.01801173	0.02105858	0.3927463	2	113299492	113334673
CHCHD5	-0.02103407	0.02245231	0.3492527	2	113341817	113346852
AC079922.3	-0.003996271	0.01244553	0.7482551	2	113399409	113403267
SLC20A1	0.05555784	0.03373883	0.1001861	2	113403434	113421404
PSD4	-0.02120168	0.01559094	0.1744235	2	113914902	113960814
AC016683.6	0.004392783	0.001946898	0.02444097	2	113969099	114024587
CBWD2	-0.008885023	0.01236942	0.4728717	2	114195268	114253766
WASH2P	-0.001165977	0.02289682	0.9594052	2	114341664	114356655
DDX11L2	-0.00501322	0.004363705	0.2511157	2	114356606	114359144
RPL23AP7	-0.005162377	0.00786675	0.5119503	2	114368079	114384667
RABL2A	-0.03101206	0.03109283	0.3190047	2	114384806	114400973
SLC35F5	0.01396832	0.02413857	0.5630455	2	114462588	114514400
ACTR3	-0.04624164	0.04535683	0.308407	2	114647537	114720173
DPP10	-0.02700206	0.03239213	0.4048661	2	115199876	116603328
AC066593.1	0.004662751	0.0192233	0.8084382	2	115888512	115918920
DDX18	0.04898394	0.03990918	0.220199	2	118572226	118589955
AC009404.2	-0.006927442	0.01360483	0.6108218	2	118591513	118599234
CCDC93	0.01111937	0.03536674	0.7533341	2	118673054	118771709
INSIG2	0.01189783	0.03330423	0.7210432	2	118846028	118868573
C1QL2	-0.007670746	0.0128295	0.5501515	2	119913819	119916465
STEAP3	0.0165514	0.0114694	0.1495599	2	119981384	120023228
C2orf76	0.02346042	0.01869694	0.2100902	2	120059801	120124404
DBI	-0.03298437	0.02124098	0.1210264	2	120124497	120130126
AC069154.2	0.0150308	0.02456827	0.5409229	2	120302008	120419827
TMEM177	-0.01296751	0.01778245	0.4661685	2	120436743	120444083
PTPN4	-0.06372655	0.03607652	0.07787485	2	120517207	120741394
EPB41L5	-0.03392696	0.0312952	0.2787943	2	120770581	120936695
TMEM185B	-0.01325055	0.01884512	0.4822706	2	120978854	120980984
RALB	-0.01222414	0.03285885	0.7100204	2	120997640	121052285
INHBB	0.002211874	0.01573929	0.8882907	2	121103719	121109384
TFCP2L1	-0.004198168	0.005971926	0.482361	2	121974163	122042783
CLASP1	-0.01167265	0.05677798	0.8371913	2	122095354	122407163
AC018737.1	-0.03803358	0.02016462	0.05979696	2	122407226	122485784
MKI67IP	-0.02837032	0.02516713	0.2601135	2	122484521	122494499
TSN	-0.01093355	0.05321779	0.8372968	2	122494679	122525429
GYPC	-0.01716245	0.01431885	0.2311993	2	127413509	127454246
BIN1	-0.02660998	0.04004838	0.5066814	2	127805603	127864931
ERCC3	0.03723142	0.03463825	0.2829034	2	128014866	128051752
MAP3K2	0.01342944	0.03556211	0.7058476	2	128056306	128146041
AC068282.3	-0.00168524	0.005973417	0.7779543	2	128146706	128158156
IWS1	-0.04690278	0.04177114	0.261987	2	128193783	128284462
AC010976.2	0.03408508	0.01497963	0.02326132	2	128225153	128247366
MYO7B	0.002112473	0.005627713	0.7075292	2	128293378	128395304
LIMS2	0.01919232	0.01579675	0.2249012	2	128395956	128439360
GPR17	0.01274283	0.00864317	0.1409624	2	128403439	128413754
WDR33	-0.06452235	0.05230444	0.217878	2	128458596	128568761
POLR2D	-0.02805165	0.02896764	0.3332778	2	128603896	128615731
AMMECR1L	-0.05383547	0.03370337	0.110762	2	128619204	128643496
SAP130	0.003353248	0.03747423	0.9287316	2	128698791	128785694
UGGT1	-0.002282893	0.04351371	0.9581781	2	128848774	128953251
HS6ST1	0.02564242	0.03451308	0.4578107	2	128994290	129076151
AC079776.7	0.003094249	0.007019107	0.6595064	2	130724165	130738039
CCDC74B	-0.01173019	0.01269167	0.3557623	2	130896860	130902707
SMPD4	-0.0480974	0.03487524	0.168412	2	130908981	130940323
MZT2B	-0.01799957	0.02304082	0.4350166	2	130939310	130948302
CCDC115	0.00735807	0.03965474	0.852863	2	131095814	131099922
IMP4	-0.003375557	0.04272739	0.9370594	2	131099798	131105383
PTPN18	0.05265788	0.03297435	0.1108505	2	131113580	131132982
AC140481.1	-0.007747818	0.01299563	0.5512942	2	131174328	131188936
FAM123C	-0.02865312	0.03090145	0.3542048	2	131513008	131525707
ARHGEF4	-0.02736111	0.04096036	0.5044182	2	131594489	131804836
FAM168B	0.01489073	0.05331464	0.7801196	2	131805449	131851033
PLEKHB2	0.02356399	0.03669213	0.5210037	2	131862420	132111282
MZT2A	-0.01223016	0.02120023	0.5642493	2	132222473	132250316
TUBA3D	0.002591667	0.01459352	0.8591097	2	132233666	132240507
AC093838.4	-0.006798431	0.01219041	0.5772834	2	132250386	132279145
CCDC74A	-0.03609124	0.01890183	0.05672622	2	132285248	132291239
C2orf27A	0.003559574	0.01448087	0.8059187	2	132479948	132524973
AC098826.5	-0.0005653234	0.007757869	0.9419351	2	132890429	132897002
ANKRD30BL	-0.001409954	0.00811432	0.8621166	2	132905164	133015542
LYPD1	0.0004071416	0.009490321	0.9657961	2	133402337	133429152
MGAT5	0.008921379	0.0402413	0.8246314	2	134877554	135212192
TMEM163	0.03118047	0.02115015	0.1409842	2	135213330	135476570
CCNT2	-0.03396011	0.03505889	0.3331381	2	135675805	135716912
RAB3GAP1	0.02980369	0.05008917	0.5520779	2	135809835	135933964
R3HDM1	0.04552729	0.03578445	0.2038129	2	136289025	136482840
UBXN4	0.04057435	0.04977842	0.4153658	2	136499189	136542633
MCM6	0.03733753	0.02267162	0.100149	2	136597196	136633996
DARS	0.03945743	0.03987297	0.3228122	2	136664247	136743670
CXCR4	0.001444541	0.007042655	0.8375591	2	136871919	136875735
HNMT	-0.06404548	0.01915764	0.0008845013	2	138721590	138773930
SPOPL	-0.02276657	0.02773443	0.412069	2	139259371	139331117
GTDC1	-0.01616534	0.03768559	0.6681244	2	144703321	145090135
ZEB2	-0.07725775	0.03197414	0.01600327	2	145121063	145282147
ACVR2A	0.0152891	0.02600249	0.5567812	2	148602086	148688393
ORC4	-0.02604202	0.03848331	0.4988728	2	148691732	148779147
MBD5	0.03794403	0.03421865	0.2679674	2	148778580	149275805
EPC2	-0.01714713	0.03778421	0.6501381	2	149402009	149545130
KIF5C	-0.06921682	0.02684517	0.01018374	2	149632819	149883273
LYPD6	0.02518275	0.01814785	0.1658036	2	150186499	150330662
MMADHC	0.009905805	0.03456401	0.774531	2	150426148	150444330
RND3	-0.004742411	0.0126389	0.7076378	2	151324709	151395525
RBM43	0.02729468	0.01442278	0.05894954	2	152104454	152118393
NMI	-0.01988887	0.01448923	0.1704117	2	152126979	152146571
RIF1	0.03906819	0.03788778	0.302918	2	152266397	152364527
ARL5A	-0.04997895	0.03947583	0.206022	2	152645498	152685009
CACNB4	0.01825497	0.03819434	0.6328746	2	152689290	152955593
STAM2	-0.01822406	0.03402268	0.5924193	2	152973315	153032506
FMNL2	-0.01701545	0.03806431	0.6550365	2	153191751	153506348
PRPF40A	0.07118806	0.04242403	0.09390863	2	153508107	153574511
ARL6IP6	-0.04561488	0.02337744	0.05153272	2	153574407	153617688
RPRM	-0.002062333	0.01232865	0.867211	2	154333852	154335322
KCNJ3	-0.03592734	0.02985858	0.2293934	2	155554811	155714863
NR4A2	0.001619455	0.009238658	0.8609149	2	157180944	157198860
GPD2	-0.02998989	0.03059308	0.327374	2	157291802	157470247
ERMN	-0.06251755	0.02259663	0.005852232	2	158175137	158184225
ACVR1C	-0.007050968	0.01604004	0.6604089	2	158388888	158485517
ACVR1	-0.007860864	0.02235225	0.7252112	2	158592958	158732374
PKP4	0.0003038198	0.01928636	0.987437	2	159313476	159539391
TANC1	-0.01566209	0.02342864	0.5040918	2	159825146	160089170
WDSUB1	-0.0134317	0.02170349	0.5362544	2	160092304	160143310
BAZ2B	-0.02645548	0.03414697	0.4388159	2	160175490	160473203
AC009961.3	0.005087527	0.01056005	0.6301589	2	160527219	160568941
MARCH7	0.001619735	0.03591116	0.9640407	2	160569000	160625359
PLA2R1	0.01106061	0.01373771	0.4210916	2	160788519	160919121
RBMS1	0.0338144	0.0306321	0.2701211	2	161128662	161350305
TANK	0.0135504	0.02959778	0.6472628	2	161993419	162092732
PSMD14	0.04576455	0.046937	0.3299755	2	162164549	162268228
TBR1	-0.02834569	0.02732216	0.2999734	2	162272605	162282381
SLC4A10	0.05853072	0.03174357	0.06573728	2	162280843	162841792
DPP4	0.01067615	0.01022813	0.2970317	2	162848751	162931052
IFIH1	-0.02116561	0.01270365	0.09625795	2	163123589	163175213
GCA	0.02867298	0.02733784	0.2947098	2	163175350	163228105
FIGN	-0.03496183	0.0198197	0.07828405	2	164449906	164592522
GRB14	0.01154812	0.01323841	0.383412	2	165349322	165478358
COBLL1	0.007744374	0.01741264	0.6566699	2	165510134	165700189
SLC38A11	0.01346419	0.01462017	0.3574865	2	165752696	165812035
SCN3A	-0.01491896	0.03439941	0.6646765	2	165944032	166060577
SCN2A	0.02094738	0.0391007	0.5923607	2	166095912	166248818
CSRNP3	-0.008349455	0.03556297	0.8144667	2	166326157	166545917
TTC21B	-0.04838613	0.03466762	0.1633593	2	166713985	166810353
SCN1A	0.01747751	0.02674126	0.5136547	2	166845670	166930149
B3GALT1	-0.03173586	0.02413844	0.1891401	2	168675182	168727366
STK39	0.01204043	0.03563293	0.7355653	2	168810530	169104651
NOSTRIN	0.02160875	0.01204986	0.07347381	2	169643049	169722024
LRP2	0.006634672	0.01086269	0.5415982	2	169983619	170219195
BBS5	-0.0209426	0.02927852	0.4747318	2	170335688	170382432
FASTKD1	-0.02864467	0.03087931	0.3540019	2	170386259	170430385
PPIG	-0.03633362	0.04475079	0.4171919	2	170440850	170504696
C2orf77	0.001733465	0.007872735	0.8258076	2	170501935	170550943
KLHL23	0.005731636	0.03151474	0.85575	2	170550998	170633499
SSB	0.06610488	0.04694636	0.1596642	2	170648443	170668574
METTL5	-0.03824042	0.02947571	0.1950496	2	170666591	170681441
UBR3	-0.02127172	0.04621234	0.6454787	2	170683968	170940641
AC007405.6	-0.01081017	0.01395541	0.4388934	2	171627623	171634658
GAD1	0.009059522	0.01510131	0.5488074	2	171669723	171717661
GORASP2	0.01248966	0.04813949	0.7953865	2	171784974	171823639
TLK1	-0.02226785	0.04061172	0.5836992	2	171847333	172087824
METTL8	0.001860025	0.03158843	0.9530665	2	172179761	172291312
DCAF17	-0.02081574	0.02816893	0.4602437	2	172290727	172341562
AC007969.5	0.009254063	0.01466775	0.5283581	2	172373749	172374232
CYBRD1	-0.002495315	0.01599952	0.8761198	2	172378757	172414643
DYNC1I2	-0.01757547	0.04417494	0.6908862	2	172543919	172604930
SLC25A12	-0.0314634	0.03156956	0.3193758	2	172640880	172864766
HAT1	0.01383496	0.03287262	0.6740163	2	172778958	172848599
METAP1D	0.01229335	0.02388968	0.607046	2	172864490	172947158
DLX1	-0.005512469	0.01287699	0.6687543	2	172949468	172954405
ITGA6	-0.005473442	0.01747556	0.7542424	2	173292082	173371181
PDK1	-0.0253917	0.01705061	0.1370048	2	173420101	173489823
RAPGEF4	0.003560038	0.01473909	0.8092283	2	173600002	173917621
AC013461.1	0.002712099	0.02342808	0.9078825	2	173940163	174132738
SP3	0.01866822	0.04261084	0.6614775	2	174771187	174830430
OLA1	-0.0404678	0.04237723	0.3400235	2	174937175	175113426
CIR1	0.02897242	0.0394163	0.4626282	2	175212749	175260443
SCRN3	0.009967889	0.02763209	0.7184344	2	175260458	175294303
GPR155	0.005096229	0.02907027	0.8609023	2	175296966	175351822
WIPF1	-0.003295229	0.0187391	0.8604778	2	175424300	175547644
H3F3AP4	0.002184691	0.007895569	0.7821149	2	175584505	175585526
CHN1	0.03940381	0.04455524	0.3768742	2	175664091	175870097
ATF2	-0.06183681	0.04720104	0.1907141	2	175936978	176033110
ATP5G3	-0.04615311	0.0354787	0.1938444	2	176040986	176049335
KIAA1715	-0.01672888	0.03238148	0.6056285	2	176788620	176867567
HOXD-AS1	0.004597834	0.007914928	0.5615397	2	177037923	177053686
MTX2	4.987886e-05	0.03600573	0.9988952	2	177134123	177202753
HNRNPA3	0.08459049	0.04977977	0.08982508	2	178077291	178086111
NFE2L2	0.01350599	0.03474528	0.6976369	2	178092323	178257425
AGPS	0.0233117	0.03514588	0.5074246	2	178257372	178408564
TTC30B	-0.01547892	0.01465444	0.2913093	2	178414890	178417742
TTC30A	0.01143984	0.01565294	0.4651841	2	178479026	178483694
RBM45	0.03523548	0.02511694	0.1612196	2	178977151	179001531
OSBPL6	-0.02103825	0.0360816	0.5600807	2	179059208	179264160
AC009948.5	-0.008538102	0.02390835	0.7211395	2	179278666	179303866
PRKRA	-0.006381485	0.03913579	0.8705306	2	179296141	179316239
DFNB59	-0.0006743869	0.01736116	0.9690283	2	179316163	179326117
FKBP7	-0.01006823	0.01384755	0.4674863	2	179328391	179343327
PLEKHA3	-0.03291886	0.04280194	0.4421632	2	179345195	179370093
AC009948.3	-0.02415851	0.01300175	0.06368543	2	179387554	179484941
TTN	-0.004690426	0.01661493	0.7778175	2	179390716	179695529
